"Problem","Package","File","Priority","Line","Description","Rule set","Rule"
"197","com.travel.management.model","src/main/java/com/travel/management/model/User.java","3","50","publicMethodCommentRequirement Required","Comments","CommentRequired"
"198","com.travel.management.model","src/main/java/com/travel/management/model/User.java","3","54","Parameter 'firstName' is not assigned and could be declared final","Optimization","MethodArgumentCouldBeFinal"
"199","com.travel.management.model","src/main/java/com/travel/management/model/User.java","3","54","publicMethodCommentRequirement Required","Comments","CommentRequired"
"200","com.travel.management.model","src/main/java/com/travel/management/model/User.java","3","58","publicMethodCommentRequirement Required","Comments","CommentRequired"
"201","com.travel.management.model","src/main/java/com/travel/management/model/User.java","3","62","Parameter 'lastName' is not assigned and could be declared final","Optimization","MethodArgumentCouldBeFinal"
"202","com.travel.management.model","src/main/java/com/travel/management/model/User.java","3","62","publicMethodCommentRequirement Required","Comments","CommentRequired"
"203","com.travel.management.model","src/main/java/com/travel/management/model/User.java","3","66","publicMethodCommentRequirement Required","Comments","CommentRequired"
"204","com.travel.management.model","src/main/java/com/travel/management/model/User.java","3","70","Parameter 'username' is not assigned and could be declared final","Optimization","MethodArgumentCouldBeFinal"
"205","com.travel.management.model","src/main/java/com/travel/management/model/User.java","3","70","publicMethodCommentRequirement Required","Comments","CommentRequired"
"206","com.travel.management.model","src/main/java/com/travel/management/model/User.java","3","74","publicMethodCommentRequirement Required","Comments","CommentRequired"
"207","com.travel.management.model","src/main/java/com/travel/management/model/User.java","3","78","Parameter 'password' is not assigned and could be declared final","Optimization","MethodArgumentCouldBeFinal"
"208","com.travel.management.model","src/main/java/com/travel/management/model/User.java","3","78","publicMethodCommentRequirement Required","Comments","CommentRequired"
"209","com.travel.management.model","src/main/java/com/travel/management/model/User.java","3","82","publicMethodCommentRequirement Required","Comments","CommentRequired"
"210","com.travel.management.model","src/main/java/com/travel/management/model/User.java","3","86","Parameter 'email' is not assigned and could be declared final","Optimization","MethodArgumentCouldBeFinal"
"211","com.travel.management.model","src/main/java/com/travel/management/model/User.java","3","86","publicMethodCommentRequirement Required","Comments","CommentRequired"
"212","com.travel.management.model","src/main/java/com/travel/management/model/User.java","3","90","publicMethodCommentRequirement Required","Comments","CommentRequired"
"213","com.travel.management.model","src/main/java/com/travel/management/model/User.java","3","91","Local variable 'userDto' could be declared final","Optimization","LocalVariableCouldBeFinal"
"214","com.travel.management.model","src/main/java/com/travel/management/model/User.java","3","92","Potential violation of Law of Demeter (method chain calls)","Coupling","LawOfDemeter"
"215","com.travel.management.model","src/main/java/com/travel/management/model/User.java","3","93","Potential violation of Law of Demeter (method chain calls)","Coupling","LawOfDemeter"
"216","com.travel.management.model","src/main/java/com/travel/management/model/User.java","3","94","Potential violation of Law of Demeter (method chain calls)","Coupling","LawOfDemeter"
"217","com.travel.management.model","src/main/java/com/travel/management/model/User.java","3","95","Potential violation of Law of Demeter (method chain calls)","Coupling","LawOfDemeter"
"218","com.travel.management.model","src/main/java/com/travel/management/model/User.java","3","96","Potential violation of Law of Demeter (method chain calls)","Coupling","LawOfDemeter"
"219","com.travel.management.model","src/main/java/com/travel/management/model/User.java","3","97","Potential violation of Law of Demeter (method chain calls)","Coupling","LawOfDemeter"
"220","com.travel.management.model","src/main/java/com/travel/management/model/User.java","3","97","Potential violation of Law of Demeter (method chain calls)","Coupling","LawOfDemeter"
"221","com.travel.management.model","src/main/java/com/travel/management/model/User.java","3","97","Potential violation of Law of Demeter (method chain calls)","Coupling","LawOfDemeter"
"222","com.travel.management.model","src/main/java/com/travel/management/model/User.java","3","97","Potential violation of Law of Demeter (method chain calls)","Coupling","LawOfDemeter"
"223","com.travel.management.model","src/main/java/com/travel/management/model/User.java","3","97","Potential violation of Law of Demeter (method chain calls)","Coupling","LawOfDemeter"
"224","com.travel.management.model","src/main/java/com/travel/management/model/User.java","3","97","Potential violation of Law of Demeter (method chain calls)","Coupling","LawOfDemeter"
"225","com.travel.management.model","src/main/java/com/travel/management/model/User.java","3","97","Potential violation of Law of Demeter (method chain calls)","Coupling","LawOfDemeter"
"226","com.travel.management.service","src/main/java/com/travel/management/service/AuthenticationFacadeService.java","3","5","headerCommentRequirement Required","Comments","CommentRequired"
"227","com.travel.management.service","src/main/java/com/travel/management/service/AuthenticationFacadeService.java","3","7","publicMethodCommentRequirement Required","Comments","CommentRequired"
"228","com.travel.management.service","src/main/java/com/travel/management/service/UserService.java","3","8","headerCommentRequirement Required","Comments","CommentRequired"
"229","com.travel.management.service","src/main/java/com/travel/management/service/UserService.java","3","10","publicMethodCommentRequirement Required","Comments","CommentRequired"
"230","com.travel.management.service","src/main/java/com/travel/management/service/UserService.java","3","11","publicMethodCommentRequirement Required","Comments","CommentRequired"
"231","com.travel.management.service","src/main/java/com/travel/management/service/UserService.java","3","12","Avoid variables with short names like id","Naming","ShortVariable"
"232","com.travel.management.service","src/main/java/com/travel/management/service/UserService.java","3","12","publicMethodCommentRequirement Required","Comments","CommentRequired"
"233","com.travel.management.service","src/main/java/com/travel/management/service/UserService.java","3","13","Avoid variables with short names like id","Naming","ShortVariable"
"234","com.travel.management.service","src/main/java/com/travel/management/service/UserService.java","3","13","publicMethodCommentRequirement Required","Comments","CommentRequired"
"235","com.travel.management.service.impl","src/main/java/com/travel/management/service/impl/AuthenticationFacadeServiceImpl.java","3","10","Each class should declare at least one constructor","Controversial","AtLeastOneConstructor"
"236","com.travel.management.service.impl","src/main/java/com/travel/management/service/impl/AuthenticationFacadeServiceImpl.java","3","10","headerCommentRequirement Required","Comments","CommentRequired"
"237","com.travel.management.service.impl","src/main/java/com/travel/management/service/impl/AuthenticationFacadeServiceImpl.java","3","13","publicMethodCommentRequirement Required","Comments","CommentRequired"
"238","com.travel.management.service.impl","src/main/java/com/travel/management/service/impl/AuthenticationFacadeServiceImpl.java","3","14","Potential violation of Law of Demeter (method chain calls)","Coupling","LawOfDemeter"
"239","com.travel.management.service.impl","src/main/java/com/travel/management/service/impl/UserServiceImpl.java","3","30","Each class should declare at least one constructor","Controversial","AtLeastOneConstructor"
"240","com.travel.management.service.impl","src/main/java/com/travel/management/service/impl/UserServiceImpl.java","3","30","headerCommentRequirement Required","Comments","CommentRequired"
"241","com.travel.management.service.impl","src/main/java/com/travel/management/service/impl/UserServiceImpl.java","1","32","Variables that are final and static should be all capitals, 'log' is not all capitals.","Naming","VariableNamingConventions"
"242","com.travel.management.service.impl","src/main/java/com/travel/management/service/impl/UserServiceImpl.java","3","32","fieldCommentRequirement Required","Comments","CommentRequired"
"243","com.travel.management.service.impl","src/main/java/com/travel/management/service/impl/UserServiceImpl.java","3","35","Found non-transient, non-static member. Please mark as transient or provide accessors.","JavaBeans","BeanMembersShouldSerialize"
"244","com.travel.management.service.impl","src/main/java/com/travel/management/service/impl/UserServiceImpl.java","3","35","fieldCommentRequirement Required","Comments","CommentRequired"
"245","com.travel.management.service.impl","src/main/java/com/travel/management/service/impl/UserServiceImpl.java","3","38","Found non-transient, non-static member. Please mark as transient or provide accessors.","JavaBeans","BeanMembersShouldSerialize"
"246","com.travel.management.service.impl","src/main/java/com/travel/management/service/impl/UserServiceImpl.java","3","38","fieldCommentRequirement Required","Comments","CommentRequired"
"247","com.travel.management.service.impl","src/main/java/com/travel/management/service/impl/UserServiceImpl.java","3","41","Found non-transient, non-static member. Please mark as transient or provide accessors.","JavaBeans","BeanMembersShouldSerialize"
"248","com.travel.management.service.impl","src/main/java/com/travel/management/service/impl/UserServiceImpl.java","3","41","fieldCommentRequirement Required","Comments","CommentRequired"
"249","com.travel.management.service.impl","src/main/java/com/travel/management/service/impl/UserServiceImpl.java","3","43","Parameter 'userId' is not assigned and could be declared final","Optimization","MethodArgumentCouldBeFinal"
"250","com.travel.management.service.impl","src/main/java/com/travel/management/service/impl/UserServiceImpl.java","3","43","publicMethodCommentRequirement Required","Comments","CommentRequired"
"251","com.travel.management.service.impl","src/main/java/com/travel/management/service/impl/UserServiceImpl.java","3","44","Local variable 'user' could be declared final","Optimization","LocalVariableCouldBeFinal"
"252","com.travel.management.service.impl","src/main/java/com/travel/management/service/impl/UserServiceImpl.java","3","49","Avoid excessively long variable names like grantedAuthorities","Naming","LongVariable"
"253","com.travel.management.service.impl","src/main/java/com/travel/management/service/impl/UserServiceImpl.java","3","49","Local variable 'grantedAuthorities' could be declared final","Optimization","LocalVariableCouldBeFinal"
"254","com.travel.management.service.impl","src/main/java/com/travel/management/service/impl/UserServiceImpl.java","3","52","Potential violation of Law of Demeter (object not created locally)","Coupling","LawOfDemeter"
"255","com.travel.management.service.impl","src/main/java/com/travel/management/service/impl/UserServiceImpl.java","3","52","Potential violation of Law of Demeter (object not created locally)","Coupling","LawOfDemeter"
"256","com.travel.management.service.impl","src/main/java/com/travel/management/service/impl/UserServiceImpl.java","3","55","Parameter 'user' is not assigned and could be declared final","Optimization","MethodArgumentCouldBeFinal"
"257","com.travel.management.service.impl","src/main/java/com/travel/management/service/impl/UserServiceImpl.java","3","56","Local variable 'roleByUserId' could be declared final","Optimization","LocalVariableCouldBeFinal"
"258","com.travel.management.service.impl","src/main/java/com/travel/management/service/impl/UserServiceImpl.java","3","57","Potential violation of Law of Demeter (method chain calls)","Coupling","LawOfDemeter"
"259","com.travel.management.service.impl","src/main/java/com/travel/management/service/impl/UserServiceImpl.java","3","57","Potential violation of Law of Demeter (method chain calls)","Coupling","LawOfDemeter"
"260","com.travel.management.service.impl","src/main/java/com/travel/management/service/impl/UserServiceImpl.java","3","57","When doing a String.toLowerCase()/toUpperCase() call, use a Locale","Design","UseLocaleWithCaseConversions"
"261","com.travel.management.service.impl","src/main/java/com/travel/management/service/impl/UserServiceImpl.java","3","58","Consider simply returning the value vs storing it in local variable 'authorities'","Design","UnnecessaryLocalBeforeReturn"
"262","com.travel.management.service.impl","src/main/java/com/travel/management/service/impl/UserServiceImpl.java","3","61","publicMethodCommentRequirement Required","Comments","CommentRequired"
"263","com.travel.management.service.impl","src/main/java/com/travel/management/service/impl/UserServiceImpl.java","3","62","Local variable 'users' could be declared final","Optimization","LocalVariableCouldBeFinal"
"264","com.travel.management.service.impl","src/main/java/com/travel/management/service/impl/UserServiceImpl.java","3","63","Potential violation of Law of Demeter (method chain calls)","Coupling","LawOfDemeter"
"265","com.travel.management.service.impl","src/main/java/com/travel/management/service/impl/UserServiceImpl.java","3","63","Potential violation of Law of Demeter (method chain calls)","Coupling","LawOfDemeter"
"266","com.travel.management.service.impl","src/main/java/com/travel/management/service/impl/UserServiceImpl.java","3","68","Avoid variables with short names like id","Naming","ShortVariable"
"267","com.travel.management.service.impl","src/main/java/com/travel/management/service/impl/UserServiceImpl.java","3","68","Parameter 'id' is not assigned and could be declared final","Optimization","MethodArgumentCouldBeFinal"
"268","com.travel.management.service.impl","src/main/java/com/travel/management/service/impl/UserServiceImpl.java","3","68","publicMethodCommentRequirement Required","Comments","CommentRequired"
"269","com.travel.management.service.impl","src/main/java/com/travel/management/service/impl/UserServiceImpl.java","3","69","Potential violation of Law of Demeter (method chain calls)","Coupling","LawOfDemeter"
"270","com.travel.management.service.impl","src/main/java/com/travel/management/service/impl/UserServiceImpl.java","3","73","Avoid variables with short names like id","Naming","ShortVariable"
"271","com.travel.management.service.impl","src/main/java/com/travel/management/service/impl/UserServiceImpl.java","3","73","Parameter 'id' is not assigned and could be declared final","Optimization","MethodArgumentCouldBeFinal"
"272","com.travel.management.service.impl","src/main/java/com/travel/management/service/impl/UserServiceImpl.java","3","73","publicMethodCommentRequirement Required","Comments","CommentRequired"
"273","com.travel.management.service.impl","src/main/java/com/travel/management/service/impl/UserServiceImpl.java","3","78","Parameter 'userDto' is not assigned and could be declared final","Optimization","MethodArgumentCouldBeFinal"
"274","com.travel.management.service.impl","src/main/java/com/travel/management/service/impl/UserServiceImpl.java","3","78","publicMethodCommentRequirement Required","Comments","CommentRequired"
"275","com.travel.management.service.impl","src/main/java/com/travel/management/service/impl/UserServiceImpl.java","3","79","Avoid excessively long variable names like userWithDuplicateUsername","Naming","LongVariable"
"276","com.travel.management.service.impl","src/main/java/com/travel/management/service/impl/UserServiceImpl.java","3","79","Local variable 'userWithDuplicateUsername' could be declared final","Optimization","LocalVariableCouldBeFinal"
"277","com.travel.management.service.impl","src/main/java/com/travel/management/service/impl/UserServiceImpl.java","3","80","Potential violation of Law of Demeter (object not created locally)","Coupling","LawOfDemeter"
"278","com.travel.management.service.impl","src/main/java/com/travel/management/service/impl/UserServiceImpl.java","1","82","Avoid throwing raw exception types.","Strict Exceptions","AvoidThrowingRawExceptionTypes"
"279","com.travel.management.service.impl","src/main/java/com/travel/management/service/impl/UserServiceImpl.java","3","84","Avoid excessively long variable names like userWithDuplicateEmail","Naming","LongVariable"
"280","com.travel.management.service.impl","src/main/java/com/travel/management/service/impl/UserServiceImpl.java","3","84","Local variable 'userWithDuplicateEmail' could be declared final","Optimization","LocalVariableCouldBeFinal"
"281","com.travel.management.service.impl","src/main/java/com/travel/management/service/impl/UserServiceImpl.java","3","85","Potential violation of Law of Demeter (object not created locally)","Coupling","LawOfDemeter"
"282","com.travel.management.service.impl","src/main/java/com/travel/management/service/impl/UserServiceImpl.java","1","87","Avoid throwing raw exception types.","Strict Exceptions","AvoidThrowingRawExceptionTypes"
"283","com.travel.management.service.impl","src/main/java/com/travel/management/service/impl/UserServiceImpl.java","3","89","Local variable 'user' could be declared final","Optimization","LocalVariableCouldBeFinal"
"284","com.travel.management.service.impl","src/main/java/com/travel/management/service/impl/UserServiceImpl.java","3","95","Local variable 'roleTypes' could be declared final","Optimization","LocalVariableCouldBeFinal"
"285","com.travel.management.service.impl","src/main/java/com/travel/management/service/impl/UserServiceImpl.java","3","96","Potential violation of Law of Demeter (method chain calls)","Coupling","LawOfDemeter"
"286","com.travel.management.service.impl","src/main/java/com/travel/management/service/impl/UserServiceImpl.java","3","96","Potential violation of Law of Demeter (method chain calls)","Coupling","LawOfDemeter"
"287","com.devglan.rolebasedoauth2","src/test/java/com/devglan/rolebasedoauth2/RoleBasedOauth2ApplicationTests.java","3","21","headerCommentRequirement Required","Comments","CommentRequired"
"288","com.devglan.rolebasedoauth2","src/test/java/com/devglan/rolebasedoauth2/RoleBasedOauth2ApplicationTests.java","3","22","fieldCommentRequirement Required","Comments","CommentRequired"
"289","com.devglan.rolebasedoauth2","src/test/java/com/devglan/rolebasedoauth2/RoleBasedOauth2ApplicationTests.java","3","27","Local variable 'headers' could be declared final","Optimization","LocalVariableCouldBeFinal"
"290","com.devglan.rolebasedoauth2","src/test/java/com/devglan/rolebasedoauth2/RoleBasedOauth2ApplicationTests.java","3","32","Comment is too large: Line too long","Comments","CommentSize"
"291","com.devglan.rolebasedoauth2","src/test/java/com/devglan/rolebasedoauth2/RoleBasedOauth2ApplicationTests.java","3","35","Avoid excessively long variable names like plainClientCredentials","Naming","LongVariable"
"292","com.devglan.rolebasedoauth2","src/test/java/com/devglan/rolebasedoauth2/RoleBasedOauth2ApplicationTests.java","3","35","Local variable 'plainClientCredentials' could be declared final","Optimization","LocalVariableCouldBeFinal"
"293","com.devglan.rolebasedoauth2","src/test/java/com/devglan/rolebasedoauth2/RoleBasedOauth2ApplicationTests.java","3","36","Avoid excessively long variable names like base64ClientCredentials","Naming","LongVariable"
"294","com.devglan.rolebasedoauth2","src/test/java/com/devglan/rolebasedoauth2/RoleBasedOauth2ApplicationTests.java","3","36","Local variable 'base64ClientCredentials' could be declared final","Optimization","LocalVariableCouldBeFinal"
"295","com.devglan.rolebasedoauth2","src/test/java/com/devglan/rolebasedoauth2/RoleBasedOauth2ApplicationTests.java","3","36","Potential violation of Law of Demeter (object not created locally)","Coupling","LawOfDemeter"
"296","com.devglan.rolebasedoauth2","src/test/java/com/devglan/rolebasedoauth2/RoleBasedOauth2ApplicationTests.java","3","38","Local variable 'headers' could be declared final","Optimization","LocalVariableCouldBeFinal"
"297","com.devglan.rolebasedoauth2","src/test/java/com/devglan/rolebasedoauth2/RoleBasedOauth2ApplicationTests.java","3","39","Potential violation of Law of Demeter (object not created locally)","Coupling","LawOfDemeter"
"298","com.devglan.rolebasedoauth2","src/test/java/com/devglan/rolebasedoauth2/RoleBasedOauth2ApplicationTests.java","3","43","publicMethodCommentRequirement Required","Comments","CommentRequired"
"299","com.devglan.rolebasedoauth2","src/test/java/com/devglan/rolebasedoauth2/RoleBasedOauth2ApplicationTests.java","3","44","Local variable 'restTemplate' could be declared final","Optimization","LocalVariableCouldBeFinal"
"300","com.devglan.rolebasedoauth2","src/test/java/com/devglan/rolebasedoauth2/RoleBasedOauth2ApplicationTests.java","3","45","Local variable 'isSuccessed' could be declared final","Optimization","LocalVariableCouldBeFinal"
"301","com.devglan.rolebasedoauth2","src/test/java/com/devglan/rolebasedoauth2/RoleBasedOauth2ApplicationTests.java","3","46","Local variable 'request' could be declared final","Optimization","LocalVariableCouldBeFinal"
"302","com.devglan.rolebasedoauth2","src/test/java/com/devglan/rolebasedoauth2/RoleBasedOauth2ApplicationTests.java","3","47","Local variable 'response' could be declared final","Optimization","LocalVariableCouldBeFinal"
"303","com.devglan.rolebasedoauth2","src/test/java/com/devglan/rolebasedoauth2/RoleBasedOauth2ApplicationTests.java","3","48","Local variable 'map' could be declared final","Optimization","LocalVariableCouldBeFinal"
"304","com.devglan.rolebasedoauth2","src/test/java/com/devglan/rolebasedoauth2/RoleBasedOauth2ApplicationTests.java","3","48","Potential violation of Law of Demeter (object not created locally)","Coupling","LawOfDemeter"
"305","com.devglan.rolebasedoauth2","src/test/java/com/devglan/rolebasedoauth2/RoleBasedOauth2ApplicationTests.java","3","49","Avoid if (x != y) ..; else ..;","Design","ConfusingTernary"
"306","com.devglan.rolebasedoauth2","src/test/java/com/devglan/rolebasedoauth2/RoleBasedOauth2ApplicationTests.java","3","50","Potential violation of Law of Demeter (object not created locally)","Coupling","LawOfDemeter"
"307","com.devglan.rolebasedoauth2","src/test/java/com/devglan/rolebasedoauth2/RoleBasedOauth2ApplicationTests.java","3","50","Potential violation of Law of Demeter (object not created locally)","Coupling","LawOfDemeter"
"308","com.devglan.rolebasedoauth2","src/test/java/com/devglan/rolebasedoauth2/RoleBasedOauth2ApplicationTests.java","2","50","System.out.println is used","Java Logging","SystemPrintln"
"309","com.devglan.rolebasedoauth2","src/test/java/com/devglan/rolebasedoauth2/RoleBasedOauth2ApplicationTests.java","3","51","An empty statement (semicolon) not part of a loop","Empty Code","EmptyStatementNotInLoop"
"310","com.devglan.rolebasedoauth2","src/test/java/com/devglan/rolebasedoauth2/RoleBasedOauth2ApplicationTests.java","3","51","Potential violation of Law of Demeter (object not created locally)","Coupling","LawOfDemeter"
"311","com.devglan.rolebasedoauth2","src/test/java/com/devglan/rolebasedoauth2/RoleBasedOauth2ApplicationTests.java","3","51","Potential violation of Law of Demeter (object not created locally)","Coupling","LawOfDemeter"
"312","com.devglan.rolebasedoauth2","src/test/java/com/devglan/rolebasedoauth2/RoleBasedOauth2ApplicationTests.java","3","51","Potential violation of Law of Demeter (object not created locally)","Coupling","LawOfDemeter"
"313","com.devglan.rolebasedoauth2","src/test/java/com/devglan/rolebasedoauth2/RoleBasedOauth2ApplicationTests.java","2","53","System.out.println is used","Java Logging","SystemPrintln"
