"Problem","Package","File","Priority","Line","Description","Rule set","Rule"
"203","com.outreach.management.collections","src/main/java/com/outreach/management/collections/NotParticipatedFeedbackCollection.java","3","47","LongVariable: Avoid excessively long variable names like notParticpatedReason","Code Style","LongVariable"
"204","com.outreach.management.collections","src/main/java/com/outreach/management/collections/NotParticipatedFeedbackCollection.java","3","47","LongVariable: Avoid excessively long variable names like notParticpatedReason","Code Style","LongVariable"
"205","com.outreach.management.collections","src/main/java/com/outreach/management/collections/ParticpatedFeedbackCollection.java","3","8","CommentRequired: Header comments are required","Documentation","CommentRequired"
"206","com.outreach.management.collections","src/main/java/com/outreach/management/collections/ParticpatedFeedbackCollection.java","3","8","CommentRequired: Header comments are required","Documentation","CommentRequired"
"207","com.outreach.management.collections","src/main/java/com/outreach/management/collections/ParticpatedFeedbackCollection.java","3","11","BeanMembersShouldSerialize: Found non-transient, non-static member. Please mark as transient or provide accessors.","Error Prone","BeanMembersShouldSerialize"
"208","com.outreach.management.collections","src/main/java/com/outreach/management/collections/ParticpatedFeedbackCollection.java","3","11","BeanMembersShouldSerialize: Found non-transient, non-static member. Please mark as transient or provide accessors.","Error Prone","BeanMembersShouldSerialize"
"209","com.outreach.management.collections","src/main/java/com/outreach/management/collections/ParticpatedFeedbackCollection.java","3","11","CommentRequired: Field comments are required","Documentation","CommentRequired"
"210","com.outreach.management.collections","src/main/java/com/outreach/management/collections/ParticpatedFeedbackCollection.java","3","11","CommentRequired: Field comments are required","Documentation","CommentRequired"
"211","com.outreach.management.collections","src/main/java/com/outreach/management/collections/ParticpatedFeedbackCollection.java","3","11","ImmutableField: Private field 'eventId' could be made final; it is only initialized in the declaration or constructor.","Design","ImmutableField"
"212","com.outreach.management.collections","src/main/java/com/outreach/management/collections/ParticpatedFeedbackCollection.java","3","11","ImmutableField: Private field 'eventId' could be made final; it is only initialized in the declaration or constructor.","Design","ImmutableField"
"213","com.outreach.management.collections","src/main/java/com/outreach/management/collections/ParticpatedFeedbackCollection.java","3","11","SingularField: Perhaps 'eventId' could be replaced by a local variable.","Design","SingularField"
"214","com.outreach.management.collections","src/main/java/com/outreach/management/collections/ParticpatedFeedbackCollection.java","3","11","SingularField: Perhaps 'eventId' could be replaced by a local variable.","Design","SingularField"
"215","com.outreach.management.collections","src/main/java/com/outreach/management/collections/ParticpatedFeedbackCollection.java","3","11","UnusedPrivateField: Avoid unused private fields such as 'eventId'.","Best Practices","UnusedPrivateField"
"216","com.outreach.management.collections","src/main/java/com/outreach/management/collections/ParticpatedFeedbackCollection.java","3","11","UnusedPrivateField: Avoid unused private fields such as 'eventId'.","Best Practices","UnusedPrivateField"
"217","com.outreach.management.collections","src/main/java/com/outreach/management/collections/ParticpatedFeedbackCollection.java","3","14","BeanMembersShouldSerialize: Found non-transient, non-static member. Please mark as transient or provide accessors.","Error Prone","BeanMembersShouldSerialize"
"218","com.outreach.management.collections","src/main/java/com/outreach/management/collections/ParticpatedFeedbackCollection.java","3","14","BeanMembersShouldSerialize: Found non-transient, non-static member. Please mark as transient or provide accessors.","Error Prone","BeanMembersShouldSerialize"
"219","com.outreach.management.collections","src/main/java/com/outreach/management/collections/ParticpatedFeedbackCollection.java","3","14","CommentRequired: Field comments are required","Documentation","CommentRequired"
"220","com.outreach.management.collections","src/main/java/com/outreach/management/collections/ParticpatedFeedbackCollection.java","3","14","CommentRequired: Field comments are required","Documentation","CommentRequired"
"221","com.outreach.management.collections","src/main/java/com/outreach/management/collections/ParticpatedFeedbackCollection.java","3","14","ImmutableField: Private field 'email' could be made final; it is only initialized in the declaration or constructor.","Design","ImmutableField"
"222","com.outreach.management.collections","src/main/java/com/outreach/management/collections/ParticpatedFeedbackCollection.java","3","14","ImmutableField: Private field 'email' could be made final; it is only initialized in the declaration or constructor.","Design","ImmutableField"
"223","com.outreach.management.collections","src/main/java/com/outreach/management/collections/ParticpatedFeedbackCollection.java","3","14","SingularField: Perhaps 'email' could be replaced by a local variable.","Design","SingularField"
"224","com.outreach.management.collections","src/main/java/com/outreach/management/collections/ParticpatedFeedbackCollection.java","3","14","SingularField: Perhaps 'email' could be replaced by a local variable.","Design","SingularField"
"225","com.outreach.management.collections","src/main/java/com/outreach/management/collections/ParticpatedFeedbackCollection.java","3","14","UnusedPrivateField: Avoid unused private fields such as 'email'.","Best Practices","UnusedPrivateField"
"226","com.outreach.management.collections","src/main/java/com/outreach/management/collections/ParticpatedFeedbackCollection.java","3","14","UnusedPrivateField: Avoid unused private fields such as 'email'.","Best Practices","UnusedPrivateField"
"227","com.outreach.management.collections","src/main/java/com/outreach/management/collections/ParticpatedFeedbackCollection.java","3","17","BeanMembersShouldSerialize: Found non-transient, non-static member. Please mark as transient or provide accessors.","Error Prone","BeanMembersShouldSerialize"
"228","com.outreach.management.collections","src/main/java/com/outreach/management/collections/ParticpatedFeedbackCollection.java","3","17","BeanMembersShouldSerialize: Found non-transient, non-static member. Please mark as transient or provide accessors.","Error Prone","BeanMembersShouldSerialize"
"229","com.outreach.management.collections","src/main/java/com/outreach/management/collections/ParticpatedFeedbackCollection.java","3","17","CommentRequired: Field comments are required","Documentation","CommentRequired"
"230","com.outreach.management.collections","src/main/java/com/outreach/management/collections/ParticpatedFeedbackCollection.java","3","17","CommentRequired: Field comments are required","Documentation","CommentRequired"
"231","com.outreach.management.collections","src/main/java/com/outreach/management/collections/ParticpatedFeedbackCollection.java","3","17","ImmutableField: Private field 'rating' could be made final; it is only initialized in the declaration or constructor.","Design","ImmutableField"
"232","com.outreach.management.collections","src/main/java/com/outreach/management/collections/ParticpatedFeedbackCollection.java","3","17","ImmutableField: Private field 'rating' could be made final; it is only initialized in the declaration or constructor.","Design","ImmutableField"
"233","com.outreach.management.collections","src/main/java/com/outreach/management/collections/ParticpatedFeedbackCollection.java","3","17","SingularField: Perhaps 'rating' could be replaced by a local variable.","Design","SingularField"
"234","com.outreach.management.collections","src/main/java/com/outreach/management/collections/ParticpatedFeedbackCollection.java","3","17","SingularField: Perhaps 'rating' could be replaced by a local variable.","Design","SingularField"
"235","com.outreach.management.collections","src/main/java/com/outreach/management/collections/ParticpatedFeedbackCollection.java","3","17","UnusedPrivateField: Avoid unused private fields such as 'rating'.","Best Practices","UnusedPrivateField"
"236","com.outreach.management.collections","src/main/java/com/outreach/management/collections/ParticpatedFeedbackCollection.java","3","17","UnusedPrivateField: Avoid unused private fields such as 'rating'.","Best Practices","UnusedPrivateField"
"237","com.outreach.management.collections","src/main/java/com/outreach/management/collections/ParticpatedFeedbackCollection.java","3","19","CommentRequired: Public method and constructor comments are required","Documentation","CommentRequired"
"238","com.outreach.management.collections","src/main/java/com/outreach/management/collections/ParticpatedFeedbackCollection.java","3","19","CommentRequired: Public method and constructor comments are required","Documentation","CommentRequired"
"239","com.outreach.management.collections","src/main/java/com/outreach/management/collections/ParticpatedFeedbackCollection.java","3","19","MethodArgumentCouldBeFinal: Parameter 'email' is not assigned and could be declared final","Code Style","MethodArgumentCouldBeFinal"
"240","com.outreach.management.collections","src/main/java/com/outreach/management/collections/ParticpatedFeedbackCollection.java","3","19","MethodArgumentCouldBeFinal: Parameter 'email' is not assigned and could be declared final","Code Style","MethodArgumentCouldBeFinal"
"241","com.outreach.management.collections","src/main/java/com/outreach/management/collections/ParticpatedFeedbackCollection.java","3","19","MethodArgumentCouldBeFinal: Parameter 'eventId' is not assigned and could be declared final","Code Style","MethodArgumentCouldBeFinal"
"242","com.outreach.management.collections","src/main/java/com/outreach/management/collections/ParticpatedFeedbackCollection.java","3","19","MethodArgumentCouldBeFinal: Parameter 'eventId' is not assigned and could be declared final","Code Style","MethodArgumentCouldBeFinal"
"243","com.outreach.management.collections","src/main/java/com/outreach/management/collections/ParticpatedFeedbackCollection.java","3","19","MethodArgumentCouldBeFinal: Parameter 'improvements' is not assigned and could be declared final","Code Style","MethodArgumentCouldBeFinal"
"244","com.outreach.management.collections","src/main/java/com/outreach/management/collections/ParticpatedFeedbackCollection.java","3","19","MethodArgumentCouldBeFinal: Parameter 'improvements' is not assigned and could be declared final","Code Style","MethodArgumentCouldBeFinal"
"245","com.outreach.management.collections","src/main/java/com/outreach/management/collections/ParticpatedFeedbackCollection.java","3","19","MethodArgumentCouldBeFinal: Parameter 'rating' is not assigned and could be declared final","Code Style","MethodArgumentCouldBeFinal"
"246","com.outreach.management.collections","src/main/java/com/outreach/management/collections/ParticpatedFeedbackCollection.java","3","19","MethodArgumentCouldBeFinal: Parameter 'rating' is not assigned and could be declared final","Code Style","MethodArgumentCouldBeFinal"
"247","com.outreach.management.collections","src/main/java/com/outreach/management/collections/ParticpatedFeedbackCollection.java","3","20","MethodArgumentCouldBeFinal: Parameter 'likes' is not assigned and could be declared final","Code Style","MethodArgumentCouldBeFinal"
"248","com.outreach.management.collections","src/main/java/com/outreach/management/collections/ParticpatedFeedbackCollection.java","3","20","MethodArgumentCouldBeFinal: Parameter 'likes' is not assigned and could be declared final","Code Style","MethodArgumentCouldBeFinal"
"249","com.outreach.management.collections","src/main/java/com/outreach/management/collections/ParticpatedFeedbackCollection.java","3","30","BeanMembersShouldSerialize: Found non-transient, non-static member. Please mark as transient or provide accessors.","Error Prone","BeanMembersShouldSerialize"
"250","com.outreach.management.collections","src/main/java/com/outreach/management/collections/ParticpatedFeedbackCollection.java","3","30","BeanMembersShouldSerialize: Found non-transient, non-static member. Please mark as transient or provide accessors.","Error Prone","BeanMembersShouldSerialize"
"251","com.outreach.management.collections","src/main/java/com/outreach/management/collections/ParticpatedFeedbackCollection.java","3","30","CommentRequired: Field comments are required","Documentation","CommentRequired"
"252","com.outreach.management.collections","src/main/java/com/outreach/management/collections/ParticpatedFeedbackCollection.java","3","30","CommentRequired: Field comments are required","Documentation","CommentRequired"
"253","com.outreach.management.collections","src/main/java/com/outreach/management/collections/ParticpatedFeedbackCollection.java","3","30","FieldDeclarationsShouldBeAtStartOfClass: Fields should be declared at the top of the class, before any method declarations, constructors, initializers or inner classes.","Code Style","FieldDeclarationsShouldBeAtStartOfClass"
"254","com.outreach.management.collections","src/main/java/com/outreach/management/collections/ParticpatedFeedbackCollection.java","3","30","FieldDeclarationsShouldBeAtStartOfClass: Fields should be declared at the top of the class, before any method declarations, constructors, initializers or inner classes.","Code Style","FieldDeclarationsShouldBeAtStartOfClass"
"255","com.outreach.management.collections","src/main/java/com/outreach/management/collections/ParticpatedFeedbackCollection.java","3","30","ImmutableField: Private field 'improvements' could be made final; it is only initialized in the declaration or constructor.","Design","ImmutableField"
"256","com.outreach.management.collections","src/main/java/com/outreach/management/collections/ParticpatedFeedbackCollection.java","3","30","ImmutableField: Private field 'improvements' could be made final; it is only initialized in the declaration or constructor.","Design","ImmutableField"
"257","com.outreach.management.collections","src/main/java/com/outreach/management/collections/ParticpatedFeedbackCollection.java","3","30","SingularField: Perhaps 'improvements' could be replaced by a local variable.","Design","SingularField"
"258","com.outreach.management.collections","src/main/java/com/outreach/management/collections/ParticpatedFeedbackCollection.java","3","30","SingularField: Perhaps 'improvements' could be replaced by a local variable.","Design","SingularField"
"259","com.outreach.management.collections","src/main/java/com/outreach/management/collections/ParticpatedFeedbackCollection.java","3","30","UnusedPrivateField: Avoid unused private fields such as 'improvements'.","Best Practices","UnusedPrivateField"
"260","com.outreach.management.collections","src/main/java/com/outreach/management/collections/ParticpatedFeedbackCollection.java","3","30","UnusedPrivateField: Avoid unused private fields such as 'improvements'.","Best Practices","UnusedPrivateField"
"261","com.outreach.management.collections","src/main/java/com/outreach/management/collections/ParticpatedFeedbackCollection.java","3","33","BeanMembersShouldSerialize: Found non-transient, non-static member. Please mark as transient or provide accessors.","Error Prone","BeanMembersShouldSerialize"
"262","com.outreach.management.collections","src/main/java/com/outreach/management/collections/ParticpatedFeedbackCollection.java","3","33","BeanMembersShouldSerialize: Found non-transient, non-static member. Please mark as transient or provide accessors.","Error Prone","BeanMembersShouldSerialize"
"263","com.outreach.management.collections","src/main/java/com/outreach/management/collections/ParticpatedFeedbackCollection.java","3","33","CommentRequired: Field comments are required","Documentation","CommentRequired"
"264","com.outreach.management.collections","src/main/java/com/outreach/management/collections/ParticpatedFeedbackCollection.java","3","33","CommentRequired: Field comments are required","Documentation","CommentRequired"
"265","com.outreach.management.collections","src/main/java/com/outreach/management/collections/ParticpatedFeedbackCollection.java","3","33","FieldDeclarationsShouldBeAtStartOfClass: Fields should be declared at the top of the class, before any method declarations, constructors, initializers or inner classes.","Code Style","FieldDeclarationsShouldBeAtStartOfClass"
"266","com.outreach.management.collections","src/main/java/com/outreach/management/collections/ParticpatedFeedbackCollection.java","3","33","FieldDeclarationsShouldBeAtStartOfClass: Fields should be declared at the top of the class, before any method declarations, constructors, initializers or inner classes.","Code Style","FieldDeclarationsShouldBeAtStartOfClass"
"267","com.outreach.management.collections","src/main/java/com/outreach/management/collections/ParticpatedFeedbackCollection.java","3","33","ImmutableField: Private field 'likes' could be made final; it is only initialized in the declaration or constructor.","Design","ImmutableField"
"268","com.outreach.management.collections","src/main/java/com/outreach/management/collections/ParticpatedFeedbackCollection.java","3","33","ImmutableField: Private field 'likes' could be made final; it is only initialized in the declaration or constructor.","Design","ImmutableField"
"269","com.outreach.management.collections","src/main/java/com/outreach/management/collections/ParticpatedFeedbackCollection.java","3","33","SingularField: Perhaps 'likes' could be replaced by a local variable.","Design","SingularField"
"270","com.outreach.management.collections","src/main/java/com/outreach/management/collections/ParticpatedFeedbackCollection.java","3","33","SingularField: Perhaps 'likes' could be replaced by a local variable.","Design","SingularField"
"271","com.outreach.management.collections","src/main/java/com/outreach/management/collections/ParticpatedFeedbackCollection.java","3","33","UnusedPrivateField: Avoid unused private fields such as 'likes'.","Best Practices","UnusedPrivateField"
"272","com.outreach.management.collections","src/main/java/com/outreach/management/collections/ParticpatedFeedbackCollection.java","3","33","UnusedPrivateField: Avoid unused private fields such as 'likes'.","Best Practices","UnusedPrivateField"
"273","com.outreach.management.collections","src/main/java/com/outreach/management/collections/UnregisteredFeedbackCollection.java","3","8","CommentRequired: Header comments are required","Documentation","CommentRequired"
"274","com.outreach.management.collections","src/main/java/com/outreach/management/collections/UnregisteredFeedbackCollection.java","3","8","CommentRequired: Header comments are required","Documentation","CommentRequired"
"275","com.outreach.management.collections","src/main/java/com/outreach/management/collections/UnregisteredFeedbackCollection.java","3","11","BeanMembersShouldSerialize: Found non-transient, non-static member. Please mark as transient or provide accessors.","Error Prone","BeanMembersShouldSerialize"
"276","com.outreach.management.collections","src/main/java/com/outreach/management/collections/UnregisteredFeedbackCollection.java","3","11","BeanMembersShouldSerialize: Found non-transient, non-static member. Please mark as transient or provide accessors.","Error Prone","BeanMembersShouldSerialize"
"277","com.outreach.management.collections","src/main/java/com/outreach/management/collections/UnregisteredFeedbackCollection.java","3","11","CommentRequired: Field comments are required","Documentation","CommentRequired"
"278","com.outreach.management.collections","src/main/java/com/outreach/management/collections/UnregisteredFeedbackCollection.java","3","11","CommentRequired: Field comments are required","Documentation","CommentRequired"
"279","com.outreach.management.collections","src/main/java/com/outreach/management/collections/UnregisteredFeedbackCollection.java","3","11","ImmutableField: Private field 'eventId' could be made final; it is only initialized in the declaration or constructor.","Design","ImmutableField"
"280","com.outreach.management.collections","src/main/java/com/outreach/management/collections/UnregisteredFeedbackCollection.java","3","11","ImmutableField: Private field 'eventId' could be made final; it is only initialized in the declaration or constructor.","Design","ImmutableField"
"281","com.outreach.management.collections","src/main/java/com/outreach/management/collections/UnregisteredFeedbackCollection.java","3","11","SingularField: Perhaps 'eventId' could be replaced by a local variable.","Design","SingularField"
"282","com.outreach.management.collections","src/main/java/com/outreach/management/collections/UnregisteredFeedbackCollection.java","3","11","SingularField: Perhaps 'eventId' could be replaced by a local variable.","Design","SingularField"
"283","com.outreach.management.collections","src/main/java/com/outreach/management/collections/UnregisteredFeedbackCollection.java","3","11","UnusedPrivateField: Avoid unused private fields such as 'eventId'.","Best Practices","UnusedPrivateField"
"284","com.outreach.management.collections","src/main/java/com/outreach/management/collections/UnregisteredFeedbackCollection.java","3","11","UnusedPrivateField: Avoid unused private fields such as 'eventId'.","Best Practices","UnusedPrivateField"
"285","com.outreach.management.collections","src/main/java/com/outreach/management/collections/UnregisteredFeedbackCollection.java","3","13","CommentRequired: Public method and constructor comments are required","Documentation","CommentRequired"
"286","com.outreach.management.collections","src/main/java/com/outreach/management/collections/UnregisteredFeedbackCollection.java","3","13","CommentRequired: Public method and constructor comments are required","Documentation","CommentRequired"
"287","com.outreach.management.collections","src/main/java/com/outreach/management/collections/UnregisteredFeedbackCollection.java","3","13","LongVariable: Avoid excessively long variable names like unregisteredReason","Code Style","LongVariable"
"288","com.outreach.management.collections","src/main/java/com/outreach/management/collections/UnregisteredFeedbackCollection.java","3","13","LongVariable: Avoid excessively long variable names like unregisteredReason","Code Style","LongVariable"
"289","com.outreach.management.collections","src/main/java/com/outreach/management/collections/UnregisteredFeedbackCollection.java","3","13","MethodArgumentCouldBeFinal: Parameter 'email' is not assigned and could be declared final","Code Style","MethodArgumentCouldBeFinal"
"290","com.outreach.management.collections","src/main/java/com/outreach/management/collections/UnregisteredFeedbackCollection.java","3","13","MethodArgumentCouldBeFinal: Parameter 'email' is not assigned and could be declared final","Code Style","MethodArgumentCouldBeFinal"
"291","com.outreach.management.collections","src/main/java/com/outreach/management/collections/UnregisteredFeedbackCollection.java","3","13","MethodArgumentCouldBeFinal: Parameter 'eventId' is not assigned and could be declared final","Code Style","MethodArgumentCouldBeFinal"
"292","com.outreach.management.collections","src/main/java/com/outreach/management/collections/UnregisteredFeedbackCollection.java","3","13","MethodArgumentCouldBeFinal: Parameter 'eventId' is not assigned and could be declared final","Code Style","MethodArgumentCouldBeFinal"
"293","com.outreach.management.collections","src/main/java/com/outreach/management/collections/UnregisteredFeedbackCollection.java","3","13","MethodArgumentCouldBeFinal: Parameter 'unregisteredReason' is not assigned and could be declared final","Code Style","MethodArgumentCouldBeFinal"
"294","com.outreach.management.collections","src/main/java/com/outreach/management/collections/UnregisteredFeedbackCollection.java","3","13","MethodArgumentCouldBeFinal: Parameter 'unregisteredReason' is not assigned and could be declared final","Code Style","MethodArgumentCouldBeFinal"
"295","com.outreach.management.collections","src/main/java/com/outreach/management/collections/UnregisteredFeedbackCollection.java","3","21","BeanMembersShouldSerialize: Found non-transient, non-static member. Please mark as transient or provide accessors.","Error Prone","BeanMembersShouldSerialize"
"296","com.outreach.management.collections","src/main/java/com/outreach/management/collections/UnregisteredFeedbackCollection.java","3","21","BeanMembersShouldSerialize: Found non-transient, non-static member. Please mark as transient or provide accessors.","Error Prone","BeanMembersShouldSerialize"
"297","com.outreach.management.collections","src/main/java/com/outreach/management/collections/UnregisteredFeedbackCollection.java","3","21","CommentRequired: Field comments are required","Documentation","CommentRequired"
"298","com.outreach.management.collections","src/main/java/com/outreach/management/collections/UnregisteredFeedbackCollection.java","3","21","CommentRequired: Field comments are required","Documentation","CommentRequired"
"299","com.outreach.management.collections","src/main/java/com/outreach/management/collections/UnregisteredFeedbackCollection.java","3","21","FieldDeclarationsShouldBeAtStartOfClass: Fields should be declared at the top of the class, before any method declarations, constructors, initializers or inner classes.","Code Style","FieldDeclarationsShouldBeAtStartOfClass"
"300","com.outreach.management.collections","src/main/java/com/outreach/management/collections/UnregisteredFeedbackCollection.java","3","21","FieldDeclarationsShouldBeAtStartOfClass: Fields should be declared at the top of the class, before any method declarations, constructors, initializers or inner classes.","Code Style","FieldDeclarationsShouldBeAtStartOfClass"
"301","com.outreach.management.collections","src/main/java/com/outreach/management/collections/UnregisteredFeedbackCollection.java","3","21","ImmutableField: Private field 'email' could be made final; it is only initialized in the declaration or constructor.","Design","ImmutableField"
"302","com.outreach.management.collections","src/main/java/com/outreach/management/collections/UnregisteredFeedbackCollection.java","3","21","ImmutableField: Private field 'email' could be made final; it is only initialized in the declaration or constructor.","Design","ImmutableField"
"303","com.outreach.management.collections","src/main/java/com/outreach/management/collections/UnregisteredFeedbackCollection.java","3","21","SingularField: Perhaps 'email' could be replaced by a local variable.","Design","SingularField"
"304","com.outreach.management.collections","src/main/java/com/outreach/management/collections/UnregisteredFeedbackCollection.java","3","21","SingularField: Perhaps 'email' could be replaced by a local variable.","Design","SingularField"
"305","com.outreach.management.collections","src/main/java/com/outreach/management/collections/UnregisteredFeedbackCollection.java","3","21","UnusedPrivateField: Avoid unused private fields such as 'email'.","Best Practices","UnusedPrivateField"
"306","com.outreach.management.collections","src/main/java/com/outreach/management/collections/UnregisteredFeedbackCollection.java","3","21","UnusedPrivateField: Avoid unused private fields such as 'email'.","Best Practices","UnusedPrivateField"
"307","com.outreach.management.collections","src/main/java/com/outreach/management/collections/UnregisteredFeedbackCollection.java","3","24","BeanMembersShouldSerialize: Found non-transient, non-static member. Please mark as transient or provide accessors.","Error Prone","BeanMembersShouldSerialize"
"308","com.outreach.management.collections","src/main/java/com/outreach/management/collections/UnregisteredFeedbackCollection.java","3","24","BeanMembersShouldSerialize: Found non-transient, non-static member. Please mark as transient or provide accessors.","Error Prone","BeanMembersShouldSerialize"
"309","com.outreach.management.collections","src/main/java/com/outreach/management/collections/UnregisteredFeedbackCollection.java","3","24","CommentRequired: Field comments are required","Documentation","CommentRequired"
"310","com.outreach.management.collections","src/main/java/com/outreach/management/collections/UnregisteredFeedbackCollection.java","3","24","CommentRequired: Field comments are required","Documentation","CommentRequired"
"311","com.outreach.management.collections","src/main/java/com/outreach/management/collections/UnregisteredFeedbackCollection.java","3","24","FieldDeclarationsShouldBeAtStartOfClass: Fields should be declared at the top of the class, before any method declarations, constructors, initializers or inner classes.","Code Style","FieldDeclarationsShouldBeAtStartOfClass"
"312","com.outreach.management.collections","src/main/java/com/outreach/management/collections/UnregisteredFeedbackCollection.java","3","24","FieldDeclarationsShouldBeAtStartOfClass: Fields should be declared at the top of the class, before any method declarations, constructors, initializers or inner classes.","Code Style","FieldDeclarationsShouldBeAtStartOfClass"
"313","com.outreach.management.collections","src/main/java/com/outreach/management/collections/UnregisteredFeedbackCollection.java","3","24","ImmutableField: Private field 'unregisteredReason' could be made final; it is only initialized in the declaration or constructor.","Design","ImmutableField"
"314","com.outreach.management.collections","src/main/java/com/outreach/management/collections/UnregisteredFeedbackCollection.java","3","24","ImmutableField: Private field 'unregisteredReason' could be made final; it is only initialized in the declaration or constructor.","Design","ImmutableField"
"315","com.outreach.management.collections","src/main/java/com/outreach/management/collections/UnregisteredFeedbackCollection.java","3","24","LongVariable: Avoid excessively long variable names like unregisteredReason","Code Style","LongVariable"
"316","com.outreach.management.collections","src/main/java/com/outreach/management/collections/UnregisteredFeedbackCollection.java","3","24","LongVariable: Avoid excessively long variable names like unregisteredReason","Code Style","LongVariable"
"317","com.outreach.management.collections","src/main/java/com/outreach/management/collections/UnregisteredFeedbackCollection.java","3","24","SingularField: Perhaps 'unregisteredReason' could be replaced by a local variable.","Design","SingularField"
"318","com.outreach.management.collections","src/main/java/com/outreach/management/collections/UnregisteredFeedbackCollection.java","3","24","SingularField: Perhaps 'unregisteredReason' could be replaced by a local variable.","Design","SingularField"
"319","com.outreach.management.collections","src/main/java/com/outreach/management/collections/UnregisteredFeedbackCollection.java","3","24","UnusedPrivateField: Avoid unused private fields such as 'unregisteredReason'.","Best Practices","UnusedPrivateField"
"320","com.outreach.management.collections","src/main/java/com/outreach/management/collections/UnregisteredFeedbackCollection.java","3","24","UnusedPrivateField: Avoid unused private fields such as 'unregisteredReason'.","Best Practices","UnusedPrivateField"
"321","com.outreach.management.collections","src/main/java/com/outreach/management/collections/UserCredentialsCollections.java","3","8","CommentRequired: Header comments are required","Documentation","CommentRequired"
"322","com.outreach.management.collections","src/main/java/com/outreach/management/collections/UserCredentialsCollections.java","3","8","CommentRequired: Header comments are required","Documentation","CommentRequired"
"323","com.outreach.management.collections","src/main/java/com/outreach/management/collections/UserCredentialsCollections.java","3","8","DataClass: The class 'UserCredentialsCollections' is suspected to be a Data Class (WOC=0.000%, NOPA=3, NOAM=6, WMC=7)","Design","DataClass"
"324","com.outreach.management.collections","src/main/java/com/outreach/management/collections/UserCredentialsCollections.java","3","8","DataClass: The class 'UserCredentialsCollections' is suspected to be a Data Class (WOC=0.000%, NOPA=3, NOAM=6, WMC=7)","Design","DataClass"
"325","com.outreach.management.collections","src/main/java/com/outreach/management/collections/UserCredentialsCollections.java","3","11","CommentRequired: Field comments are required","Documentation","CommentRequired"
"326","com.outreach.management.collections","src/main/java/com/outreach/management/collections/UserCredentialsCollections.java","3","11","CommentRequired: Field comments are required","Documentation","CommentRequired"
"327","com.outreach.management.collections","src/main/java/com/outreach/management/collections/UserCredentialsCollections.java","3","14","CommentRequired: Field comments are required","Documentation","CommentRequired"
"328","com.outreach.management.collections","src/main/java/com/outreach/management/collections/UserCredentialsCollections.java","3","14","CommentRequired: Field comments are required","Documentation","CommentRequired"
"329","com.outreach.management.collections","src/main/java/com/outreach/management/collections/UserCredentialsCollections.java","3","17","CommentRequired: Field comments are required","Documentation","CommentRequired"
"330","com.outreach.management.collections","src/main/java/com/outreach/management/collections/UserCredentialsCollections.java","3","17","CommentRequired: Field comments are required","Documentation","CommentRequired"
"331","com.outreach.management.collections","src/main/java/com/outreach/management/collections/UserCredentialsCollections.java","3","23","MethodArgumentCouldBeFinal: Parameter 'email' is not assigned and could be declared final","Code Style","MethodArgumentCouldBeFinal"
"332","com.outreach.management.collections","src/main/java/com/outreach/management/collections/UserCredentialsCollections.java","3","23","MethodArgumentCouldBeFinal: Parameter 'email' is not assigned and could be declared final","Code Style","MethodArgumentCouldBeFinal"
"333","com.outreach.management.collections","src/main/java/com/outreach/management/collections/UserCredentialsCollections.java","3","31","MethodArgumentCouldBeFinal: Parameter 'role' is not assigned and could be declared final","Code Style","MethodArgumentCouldBeFinal"
"334","com.outreach.management.collections","src/main/java/com/outreach/management/collections/UserCredentialsCollections.java","3","31","MethodArgumentCouldBeFinal: Parameter 'role' is not assigned and could be declared final","Code Style","MethodArgumentCouldBeFinal"
"335","com.outreach.management.collections","src/main/java/com/outreach/management/collections/UserCredentialsCollections.java","3","35","CommentRequired: Public method and constructor comments are required","Documentation","CommentRequired"
"336","com.outreach.management.collections","src/main/java/com/outreach/management/collections/UserCredentialsCollections.java","3","35","CommentRequired: Public method and constructor comments are required","Documentation","CommentRequired"
"337","com.outreach.management.collections","src/main/java/com/outreach/management/collections/UserCredentialsCollections.java","3","35","MethodArgumentCouldBeFinal: Parameter 'email' is not assigned and could be declared final","Code Style","MethodArgumentCouldBeFinal"
"338","com.outreach.management.collections","src/main/java/com/outreach/management/collections/UserCredentialsCollections.java","3","35","MethodArgumentCouldBeFinal: Parameter 'email' is not assigned and could be declared final","Code Style","MethodArgumentCouldBeFinal"
"339","com.outreach.management.collections","src/main/java/com/outreach/management/collections/UserCredentialsCollections.java","3","35","MethodArgumentCouldBeFinal: Parameter 'password' is not assigned and could be declared final","Code Style","MethodArgumentCouldBeFinal"
"340","com.outreach.management.collections","src/main/java/com/outreach/management/collections/UserCredentialsCollections.java","3","35","MethodArgumentCouldBeFinal: Parameter 'password' is not assigned and could be declared final","Code Style","MethodArgumentCouldBeFinal"
"341","com.outreach.management.collections","src/main/java/com/outreach/management/collections/UserCredentialsCollections.java","3","35","MethodArgumentCouldBeFinal: Parameter 'role' is not assigned and could be declared final","Code Style","MethodArgumentCouldBeFinal"
"342","com.outreach.management.collections","src/main/java/com/outreach/management/collections/UserCredentialsCollections.java","3","35","MethodArgumentCouldBeFinal: Parameter 'role' is not assigned and could be declared final","Code Style","MethodArgumentCouldBeFinal"
"343","com.outreach.management.collections","src/main/java/com/outreach/management/collections/UserCredentialsCollections.java","3","42","MethodArgumentCouldBeFinal: Parameter 'password' is not assigned and could be declared final","Code Style","MethodArgumentCouldBeFinal"
